legacy_path	area	page_name	page_title	purpose_hint	user_type	permission_keys	scope_evidence	tables	forms	actions	statuses	attachments	print_pdf	linked_php	ajax	public_token_candidate	reachability	activity	evidence
sits_phone.php	root	sits_phone	الختم الرسمي	sits phone	authenticated/unknown		branch	companies_groups,g_data,g_view,lawsuit_payment_type,ra_users,sit_view,sits_rep		create,update	2,1	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,G.php,Government_reportss_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sits_rep.php	root	sits_rep		sits rep	authenticated/unknown			archives_sit,lawsuit_payment_type,ra_users,sit_timeline,sits_rep			3,2,1,4	no	no	header.inc.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax
sms_12.php	root	sms_12		sms 12	authenticated/unknown		branch	ra_users,sms_archive,sms_sender_name	<?php echo $page_name; ?>	create,update,delete,approve,send	0,1,2,3,4,5,6,7,8,9,10,12,11,100000	no	yes	header.inc.php,sms_12.php,sms_class.php,sms_get_mobile.php,get_name.php,footer.inc.php,sms_12_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
sms_12_pdf.php	root	sms_12_pdf		sms 12 pdf	authenticated/unknown		branch	bottom,html,ra_users,sms_archive		update		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sms_15.php	root	sms_15		sms 15	authenticated/unknown		branch	ra_users,sms_archivees,sms_sender_name	<?php echo $page_name; ?>,<?php echo $page_name;?>	create,update,delete,approve,send	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19	yes	yes	header.inc.php,sms_15.php,sms_get_mobile.php,get_name.php,footer.inc.php,inquiries_and_services.php,sms_15_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
sms_15_pdf.php	root	sms_15_pdf		sms 15 pdf	authenticated/unknown		branch	companies_groups,html,ra_users,sms_archive				yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,sms_archive_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sms_15_pdfBk.php	root	sms_15_pdfBk		sms 15 pdfBk	authenticated/unknown		branch	bottom,html,ra_users,sms_archive		update		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,sms_archive_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sms_2.php	root	sms_2		sms 2	authenticated/unknown		branch	ra_users,sms_archive,sms_sender_name	 sms_2.php,<?php echo $page_name;?>,<?php echo $page_name; ?>	create,update,delete,send	0,1	yes	yes	header.inc.php,sms_class.php,sms_get_mobile.php,get_name.php,footer.inc.php,inquiries_and_services.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
sms_2_pdf.php	root	sms_2_pdf		sms 2 pdf	authenticated/unknown		branch	bottom,companies_groups,html,ra_users,sms_archive		update		yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,sms_archive_pdf.php,barcode.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sms_5.php	root	sms_5		sms 5	authenticated/unknown		branch	ra_users,sms_archive,sms_sender_name	sms_5.php,<?php echo $page_name;?>,<?php echo $page_name; ?>	create,update,delete,send	0,1,2,3,4	yes	yes	header.inc.php,sms_5.php,sms_class.php,sms_get_mobile.php,get_name.php,footer.inc.php,inquiries_and_services.php,sms_5_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
sms_5_pdf.php	root	sms_5_pdf		sms 5 pdf	authenticated/unknown		branch	bottom,html,ra_users,sms_archive		update		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,sms_archive_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sms_8.php	root	sms_8		sms 8	authenticated/unknown		branch	ra_users,sms_archive,sms_sender_name	sms_8.php,<?php echo $page_name;?>,<?php echo $page_name; ?>	create,update,delete,send	0,1,2	yes	yes	header.inc.php,sms_8.php,sms_class.php,sms_get_mobile.php,get_name.php,footer.inc.php,inquiries_and_services.php,sms_8_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
sms_8_pdf.php	root	sms_8_pdf		sms 8 pdf	authenticated/unknown		branch	bottom,html,ra_users,sms_archive		update		yes	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,sms_archive_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
sms_archive_pdf.php	root	sms_archive_pdf		sms archive pdf	authenticated/unknown			companies_groups,html,ra_users,sms_archive				yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,sms_archive_pdf.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
sms_outpatient_clinics.php	root	sms_outpatient_clinics		sms outpatient clinics	authenticated/unknown		branch	helper,sms_outpatient_clinics_archive,sms_sender_name	sms_outpatient_clinics.php	create,update,delete,send		no	yes	header.inc.php,sms_send_one.php,sms_class.php,sms_get_mobile.php,get_name.php,sms_outpatient_clinics.php,footer.inc.php,maintenance_type_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
social_intervention.php	root	social_intervention		social intervention	authenticated/unknown							no	no		no	review	unresolved	unknown	
specialized_clinics.php	root	specialized_clinics		specialized clinics	authenticated/unknown		branch	clinicians,functin,if,specialized_clinics	<?php echo $pagename; ?>,<?php echo $pagename; ?>?do=publish,<?php echo $pagename; ?>?do=unpublish,<?php echo $pagename; ?>?do=delete	create,update,delete,send	4	no	no	header.inc.php,specialized_clinics.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax
stis_view.php	root	stis_view		stis view	authenticated/unknown			ra_users,sit_rep,sit_view,sits_rep				no	no	header.inc.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax
support_service_item.php	root	support_service_item		support service item	authenticated/unknown			maintenance_request_type,rep5_maintenance_departments		delete		no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php	yes	review	outbound-linked	unknown	ajax
support_services_details.php	root	support_services_details		support services details	authenticated/unknown			clinics,clinics_support_services_details,insurance_companies	<?php echo $pagename; ?>?id=<?php echo $id; ?>			no	yes	header.inc.php,support_services_details.php,support_services_section.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
support_services_grap.php	root	support_services_grap		support services grap	authenticated/unknown			database,support_services				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php	yes	review	outbound-linked	unknown	ajax
support_services_section.php	root	support_services_section		support services section	authenticated/unknown			clinics_support_services_section				no	yes	header.inc.php,support_services_details.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
t_pdf.php	root	t_pdf		t pdf	authenticated/unknown		branch	job_titles,ra_users,training,training_view		send	0,1,2,3,4	no	yes	header.inc.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
technical_failure_notice.php	root	technical_failure_notice		technical failure notice	authenticated/unknown		branch	branches,companies_groups,department_sender_email,functin,if,ra_users,sms_sender_name,technical_failure_notice,technical_failure_notice_mobile,technical_failure_notice_platform,technical_failure_notice_process,technical_failure_notice_sections,technical_failure_notice_service_type,technical_failure_notice_status	<?php echo $pagename; ?>,./complaints.php	create,update,delete,send,reply	4,3,1,0	yes	yes	header.inc.php,sms_class.php,OpensslEncryptDecrypt.php,autoload.php,technical_failure_notice.php,crisis_management_pdf.php,technical_failure_pdf.php,footer.inc.php,sendsoundajax.php,complaints.php,technical_failure_notice_view.php,technical_failure_notice_pdf.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
technical_failure_notice_other_textbox.php	root	technical_failure_notice_other_textbox		technical failure notice other textbox	authenticated/unknown							no	no		no	review	unresolved	unknown	
technical_failure_notice_pdf.php	root	technical_failure_notice_pdf		technical failure notice pdf	authenticated/unknown		company,branch	booking_period,branches,companies_groups,html,ra_users,room_type,technical_failure_notice,technical_failure_notice_platform,technical_failure_notice_service_type,technical_failure_notice_type		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,logout.php,index.php,complaints_pdf.php,technical_failure_pdf.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
technical_failure_notice_platform_grap.php	root	technical_failure_notice_platform_grap		technical failure notice platform grap	authenticated/unknown			technical_failure_notice_service_type				no	no	hr_session.php,config.php	yes	no	outbound-linked	unknown	session/header guard; ajax
technical_failure_notice_service_type_grap.php	root	technical_failure_notice_service_type_grap		technical failure notice service type grap	authenticated/unknown			database,technical_failure_notice_service_type				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php	yes	review	outbound-linked	unknown	ajax
technical_failure_notice_view.php	root	technical_failure_notice_view		technical failure notice view	authenticated/unknown		branch	ra_users,technical_failure_notice,technical_failure_notice_process,technical_failure_notice_status		reply		no	yes	header.inc.php,index.php,complaints_pdf.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
technical_failure_pdf.php	root	technical_failure_pdf		technical failure pdf	authenticated/unknown		company,branch	booking_period,branches,companies_groups,html,ra_users,room_type,technical_failure_notice,technical_failure_notice_platform,technical_failure_notice_service_type,technical_failure_notice_type		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,complaints_pdf.php,technical_failure_pdf.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
term_data.php	root	term_data		term data	authenticated/unknown			medical_terminology				no	no	config.php	yes	review	outbound-linked	unknown	ajax
thank.php	root	thank	Al Hammadi Hospitals Group	thank	authenticated/unknown		branch	branches_departments,com_attitude,comlaints_employees_emails,comlaints_sender_email,comlaints_subsctions_emails,companies_groups,complaints,complaints_reply,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_sender_name,thank,transferal	./thank.php,<?php echo $pagename; ?>	create,update,delete,send,reply	1,0,4	no	yes	header.inc.php,sms_class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,autoload.php,thank.php,rep12_sub_section_employee_grap.php,rep12_main_section_grap.php,rep12_sub_section_client_grap.php,com_form.php,thank_pdf.php,footer.inc.php,rep12_sub_section_grap.php,complaint_third_party_subsection_grap.php,sendsoundajax.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
thank_pdf.php	root	thank_pdf	Gratitude & Appreciation	thank pdf	authenticated/unknown		branch	branches_departments,comlaints_employees_emails,rep12_main_section,rep12_subsection,thank				yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
training.php	root	training		training	authenticated/unknown		branch	department_sender_email,job_titles,training,training_user,training_view	/training.php,<?php echo $pagename; ?>	create,update,delete,send	0,1,2,3,4	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,training.php,trainings.php,trainingـSettings.php,t_pdf.php,training_pdf.php,fliter_reportss.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
trainingPlan.php	root	trainingPlan		trainingPlan	authenticated/unknown		company,branch	branches,companies_groups,html,ra_users,training_confirmation				yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
trainingPlan.php.php	root	trainingPlan.php		trainingPlan.php	authenticated/unknown		company,branch	branches,companies_groups,html,ra_users,training_confirmation				yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,complaints_pdf.php,training_confirmation_pdf.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
training_confirmation.php	root	training_confirmation		training confirmation	authenticated/unknown		company,branch	branches,certificate_upload,companies_groups,functin,html,if,ra_users,sms_archive,sms_sender_name,training_confirmation,training_confirmation_actions,training_confirmation_attachments,training_confirmation_pdfbase64,training_confirmation_status,user_role	<?php echo $pagename; ?>,./complaints.php	create,update,delete,send,reply	1,2,0,4,3,6,7	yes	yes	header.inc.php,training_confirmation.php,autoload.php,sms_class.php,Shortener.class.php,yakeen_v1.class.php,sendsoundajax.php,training_confirmation_pdf.php,barcode.php,trainingConfirmation.php,SL.php,trainingPlan.php,complaints.php,training_confirmation_status_details.php,training_confirmation_timeline.php,training_evaluation.php,training_evaluation1.php,training_evaluation6.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
